input,response
"They're beautiful, aren't they?","That wasn't the word I was thinking of, but, yes, they are. Gorgeous beasts."
turns to look at her three dragons as they fly over Dragonstone in the distance.,You weren't gone long.
No.,And?
And I have fewer enemies today than I did yesterday.,pauses and doesn't say anything.
You're not sure how you feel about that?,"No, I'm not."
How many men did your army kill taking Winterfell back from the Boltons?,Thousands.
We both want to help people. We can only help them from a position of strength. Sometimes strength is terrible. When you first came here Ser Davos said you took a knife in the heart for your people.,Ser Davos gets carried away.
So it was a figure of speech?,doesn't say anything. A group of Dothraki guards approach DAENERYS and speak in their native tongue.
"Jon Snow, this is Ser Jorah Mormont, an old friend.",I served with your father. He was a great man.
and VARYS are seated at the painted table. TYRION and JORAH stand near the queen. DAVOS and JON SNOW are standing on the other end of the table. JON is holding a raven scroll and reading it.,I thought Arya was dead. I thought Bran was dead.
I'm happy for you. You don't look happy.,Bran saw the Night King and his army marching towards Eastwatch. If they make it past the wall --
The Wall has kept them out for thousands of years. Presumably --,interrupts VARYS.
interrupts VARYS.,I need to go home.
You said you don't have enough men.,We'll fight with the men we have. Unless you'll join us.
Perhaps not. Cersei thinks the Army of the Dead is nothing but a story made up by wet nurses to frighten children. What if we prove her wrong?,I don't think she'll come see the dead at my invitation.
Is that possible?,The first White I ever saw was brought into Castle Black from beyond the Wall.
Fair point. How do you propose to find one?,pauses and stares at the ground. JORAH breaks the silence.
You asked me to find a cure so I could serve you. Allow me to serve you.,The free folk will help us. They know the real north better than anyone.
They won't follow Ser Jorah.,They won't have to.
You can't lead a raid beyond the wall. You're not in the Night's Watch anymore. You're King in the North.,I'm the only one here whose fought them. I'm the only one here who knows them.
I haven't given you permission to leave.,"With respect, Your Grace, I don't need your permission. I am a king. And I came here knowing that you could have your men behead me or your dragons burn me alive. I put my trust in you, a stranger, because I knew it was the best chance for my people, for all our people. Now I'm asking you to trust in a stranger because it's our best chance."
"Begging your pardon, Your Grace.",stops and turns around to face DAVOS.
stops and turns around to face DAVOS.,You survived King's Landing.
Yet again.,"Your Grace, this is --"
"It's Gendry, Your Grace. I'm Robert Baratheon's son. Bastard son.",looks to DAVOS.
Our fathers trusted each other. Why shouldn't we?,I saw your father once at Winterfell.
I met yours in my shop.,You're a lot leaner.
You're a lot shorter.,stops smiling and pauses a moment. Then he chuckles.
stops smiling and pauses a moment. Then he chuckles.,I grew up on stories about them.
"No, but I'm a fighter. And he won't be needing a smith with a sword like that.",Do you know how to use one?
shakes his head.,"Well, that's a problem."
He can handle himself.,nods.
nods.,We could use the help.
"reaches forward and takes JORAH by his hands. JON SNOW, DAVOS and GENDRY exit the cave and walk towards the boats. JORAH bends and kisses DAENERY's hand. He turns and continues readying the boat. JON stands in front of DAENERYS.",If I don't return at least you won't have to deal with the King in the North anymore.
But I've grown used to him.,"I wish you good fortune in the wars to come, Your Grace."
nods to JON. JON turns and walks to the head of the boat. The men take hold of it.,Heave!
"turns and walks away. BAELISH enters his room and shuts the door. ARYA continues watching. A moment later BAELISH opens the door and exits the room, locking the door as he leaves. After he is gone ARYA walks to the door and produces a lockpick from her sleeve. She enters the room and begins searching for the raven scroll. She opens a cabinet but finds nothing of value. She checks another cabinet, then looks in the fireplace and above the mantle finding nothing. She lifts up the mattress and finds a small hole cut into the bedding. She reaches in and retrives the raven scroll. She unrolls it and reads the contents.",and the raiding party land on the Beach of Eastwatch. JON looks up at the castle. The men collect their equipment and make for the castle.
How many queens are there now?,Two.
And you need to convince the one with the dragons or the one who fucks her brother?,Both.
How many men did you bring?,looks around the table.
looks around the table.,Not enough.
The big woman?,smiles and shakes his head. TORMUND is disappointed.
My scouts found them a mile south of the Wall. Said they were on their way here.,You're The Hound. I saw you once at Winterfell.
Is it worse than sitting in a freezing cell waiting to die?,He's right. We're all on the same side.
How can we be?,We're all breathing.
CREDITS,Are you all right?
faces JON and grunts.,Ever been north before?
"Beautiful, eh? I can breath again. Down south the air smells like pig shit.",You've never been down south.
I've been to Winterfell.,That's the north.
"You have to keep moving. That's the secret. Walking is good, fighting is better, fucking is best.",There's not another woman within 100 miles of here.
We have to make due with what we've got.,glances at GENDRY. GENDRY backs away from JON and TORMUND.
This one is maybe not so smart.,Davos says he is a strong fighter.
"Smart people don't come up here looking for the dead. So, you met this Dragon Queen, huh? And?",She'll only fight beside us if I bend the knee.
Good lad.,The first time I went north of the wall was with your father.
He was a good man. He deserved a better son. Were you with him at the end?,I was a prisoner of the Wildlings. But we avenged him. I want you to know that every mutineer found justice.
"I can't think of a worse way for him to go. The Night's Watch was his life. He would have died to protect every one of those men, and they butchered him.",I hate that he died that way. My father was the most honorable man I ever met. He was good all the way through. And he died on the executioner's block.
Your father wanted to execute me.,I heard.
and JON glance at each other.,I'm glad he didn't capture you.
Me too.,stops walking and loosens the belt holding his sword.
stops walking and loosens the belt holding his sword.,"Your father gave me this sword. He changed the pommel from a bear to a wolf, but it's still Long Claw."
"Your father gave me this sword. He changed the pommel from a bear to a wolf, but it's still Long Claw.",hands the sword to JORAH. JORAH slowly takes the sword and looks it over in his hands.
hands the sword to JORAH. JORAH slowly takes the sword and looks it over in his hands.,Lord Commander Mormont thought you'd never come back to Westeros.
stops examining the sword and looks up to JON.,But you are back and it's been in your family for centuries. It's not right for me to have it.
He gave it to you.,I'm not his son.
You don't much look like him.,Who's that?
Your father. I suppose you favor your mother.,You knew him?
Of course I did. When he was Hand he sent me off hunting for The Mountain. Your Wildling friend told me the red woman brought you back. Thoros has brought me back six times. We both serve the same lord.,I serve the north.
The north didn't raise you from the dead.,The lord of light never spoke to me. I don't know anything about him. I don't know what he wants from me.
He wants you alive.,Why?
I don't know.,"That's all anyone can tell me, I don't know. So what's the point in serving a god that none of us knows what he wants."
I think about that all the time. I don't think it's our purpose to understand except one thing. We're soldiers. We have to know what we're fighting for. I'm not fighting so some man or woman I barely know can sit on a throne made of swords.,So what are you fighting for?
Life. Death is the enemy. The first enemy and the last.,But we all die.
The enemy always wins. And we still need to fight him. That's all I know. You and I wont find much joy while we're here. But we can keep others alive. We can defend those who can't defend themselves.,I am the shield that guards the realms of men.
Maybe we don't need to understand any more than that. Maybe that's enough.,Aye. Maybe that's enough.
Cover that wall!,How many people live here?
"A million, give or take.",That's more people than the entire North crammed into that. Why would anyone want to live that way?
Then why are we here?,This isn't about living in harmony. It's just about living. The same thing is coming for all of us. A general you can't negotiate with. An army that doesn't leave corpses behind on the battlefield. Lord Tyrion tells me a million people live in this city. They're about to become a million more soldiers in the Army of the Dead.
I imagine for most of them it would be an improvement.,This is serious. I wouldn't be here if it weren't.
There is no conversation that will erase the last 50 years. We have something to show you.,We can destroy them by burning them.
We can destroy them by burning them.,"And we can destroy them with dragonglass. If we don't win this fight, then that is the fate of every person in the world."
"And we can destroy them with dragonglass. If we don't win this fight, then that is the fate of every person in the world.",There is only one war that matters the Great War. And it is here.
Can they swim?,No.
"I would never ask it of you. You would never agree to it. And if you did, I would trust you even less than I do now. I ask it only of Ned Stark's son. I know Ned Stark's son.",I am true to my word. Or I try to be. That is why I cannot give you what you ask. I cannot serve two queens. And I have already pledged myself to Queen Daenerys of House Targaryen.
"I'm grateful for your loyalty, but my dragon died so that we could be here. If it's all for nothing, then he died for nothing.",I know!
I'm pleased you bent the knee to our queen,I'm not going to swear an oath I can't uphold. Talk about my father.
I don't want Cersei to murder me either. I could have stayed in my cell and saved a great deal of trouble.,I did this. I should go.
You're pregnant.,No one is less happy about this than I am.
"This place was the beginning of the end for my family. A dragon is not a slave. They were terrifying. Extraordinary. They filled people with wonder and awe, and we locked them in here. They wasted away. They grew small. And we grew small as well. We weren't extraordinary without them. We were just like everyone else.",You're not like everyone else. And your family hasn't seen its end. You're still here.
I can't have children.,Who told you that?
The witch who murdered my husband.,Has it occurred to you she might not have been a reliable source of information?
"You were right from the beginning. If I had trusted you, everything would be different.","So, what now?"
I can't forget what I saw north of the Wall. And I can't pretend that Cersei won't take back half the country the moment I march north.,It appears Tyrion's assessment was correct. We're fucked.
Lady,"If we have the Dothraki ride hard on the kingsroad, they'll arrive at Winterfell within the fortnight."
"Perhaps you should fly to Winterfell, Your Grace. You have many enemies in the North. Thousands fell fighting your fatherAll it takes is one angry man with a crossbow. He'll see your silver hair on the kingsroad and know that one well-placed bolt will make him a hero. The man who killed the conqueror.","It's your decision, Your Grace. But if we're going to be allies in this war, it's important for the Northerners to see us as allies. If we sail to White Harbor together, I think it sends a better message."
Can I speak with you?,All right.
"What you did in King's Landing, what you said... You couldo ve lied to Cersei about bending the knee to Daenerys. You risked everything to tell an enemy the truth.",We went down there to make peace. And it seems to me we need to be honest with each other if we're going to fight together.
"You've always known what was right. Even when we were all young and stupid, you always knew. Every step you take it's always the right step.","It's not. It may seem that way from the outside, but I promise you, it's not true. I've done plenty of things that I regret."
"Not compared to me, you haven't.",No. Not compared to you.
I always wanted to do the right thing. Be the right kind of person. But I never knew what that meant. It always seemed like there's like there was an impossible choice I had to make. Stark or Greyjoy.,Our father was more of a father.
He was.,And you betrayed him. Betrayed his memory.
I did.,But you never lost him. He's a part of you. Just like he's a part of me.
But the things I've done.,"It's not my place to forgive you for all of it. But what I can forgive, I do. You don't need to choose. You're a Greyjoy and you're a Stark."
"When I was Ramsay's prisoner, Yara tried to save me. She's the only one who tried to save me. She needs me now.","So, why are you still talking to me?"
"Because I have balls, and you don't.",I warned you. Northerners don't much trust outsiders.
I warned you. Northerners don't much trust outsiders.,Look at you.
Look at you.,You're a man.
Almost.,Where's Arya?
Lurking somewhere.,"Queen Daenerys of House Targaryen. My sister, Sansa Stark, the Lady of Winterfell."
You'll have as many as we can spare. Hurry back to Last Hearth and bring your people here.,We need to send ravens to the Night's Watch as well. There's no sense in manning the castles anymore. We make our stand here.
A lord? Nothing at all?,It's not important.
King of the North!,"You did, my lady. It was the honor of my life. I'll always be grateful for your faith. But when I left Winterfell, I told you we need allies or we will die. I have brought those allies home to fight alongside us. I had a choice, keep my crown or protect the North. I chose the North."
You used to be taller.,How did you sneak up on me?
How did you survive a knife through the heart?,I didn't.
I didn't.,You still have it.
Needle.,Have you ever used it?
Valyrian steel.,Jealous?
Too heavy for me.,Where were you before? I couldo ve used your help with Sansa.
"She doesn't like your queen, does she?",Sansa thinks she's smarter than everyone.
She's the smartest person I've ever met.,Now you're defending her?
Now you're defending her?,You?
I'm defending our family. So is she.,Yeah. I'm her family too.
Your sister doesn't like me.,"She doesn't know you. If it makes you feel any better, she didn't like me either when we were growing up."
Only eighteen goats and eleven sheep.,What's the matter?
The dragons are barely eating.,What's wrong with them?
Go on.,I don't know how to ride a dragon.
Nobody does. Until they ride a dragon.,What if he doesn't want me to?
"Then I've enjoyed your company, Jon Snow.",What do I hold onto?
Whatever you can.,You've completely ruined horses for me.
No one would find us.,We'd be pretty old.
We'd be pretty old.,It's cold up here for a southern girl.
"Lord Glover wishes us good fortune, but he's staying in Deepwood Motte with his men.",House Glover will stand behind House Stark as we have for a thousand years. Isn't that what he said?
The King in the North.,I told you we needed allies.
You didn't tell me you were going to abandon your crown.,"I never wanted a crown. All I wanted was to protect the North. I brought two armies home with me, two dragons."
And a Targaryen queen.,"Do you think we can beat the Army of the Dead without her? I fought them, Sansa. Twice. You want to worry about who holds what title, I'm telling you it doesn't matter. Without her, we don't stand a chance."
"Do you think we can beat the Army of the Dead without her? I fought them, Sansa. Twice. You want to worry about who holds what title, I'm telling you it doesn't matter. Without her, we don't stand a chance.",Do you have any faith in me at all?
You know I do.,She'll be a good queen. For all of us. She's not her father.
I'm not his brother. He trusts you more than anyone. Now's the time.,Sam?
"I'm sorry, I know I'm not supposed to be down here.",Were you hiding from me?
Of course not.,What are you doing in Winterfell? Or did you read every book in the Citadel already?
What are you doing in Winterfell? Or did you read every book in the Citadel already?,What's wrong? Gilly? Is she all right?
She's good.,Little Sam?
Don't you know?,Know what?
She didn't tell you.,I'm so sorry. We need to end this war.
Would you have done it?,"Well, I've executed men who disobeyed me."
You've also spared men. Thousands of wildlings when they refused to kneel.,I wasn't a king.
But you were. You've always been.,"I gave up my crown, Sam."
"I gave up my crown, Sam.",I bent the knee. I'm not King in the North anymore.
Bran and I worked it out. I had a High Septon's diary. Bran had whatever Bran has.,What are you talking about?
"And your father- your real father was Rhaegar Targaryen. You've never been a bastard. You're Aegon Targaryen, true heir to the Iron Throne. I'm sorry, I know it's a lot to take in.",My father was the most honorable man I ever met. You're saying he lied to me all my life.
"No. Your father- Well, Ned Stark. He promised your mother he'd always protect you. And he did. Robert would have murdered you if he knew. You're the true king. Aegon Targaryen, Sixth of His Name, Protector of the Realm, all of it.",Daenerys is our queen.
She shouldn't be.,That's treason.
What does the Warden of the North say about it?,We need every man we can get.
My little crow.,I thought we'd lost you.
Almost.,How did you find each other?
The dead got there first.,The Umbers?
We had to travel around them to get here. Whoever's not here now is with them.,How long do we have?
The big woman still here?,They're coming.
They're coming.,We have dragonglass and Valyrian steel.
We have dragonglass and Valyrian steel.,But there are too many of them.
But there are too many of them.,Far too many.
Far too many.,Our enemy doesn't tire.
Our enemy doesn't tire.,Doesn't stop. Doesn't feel.
Doesn't stop. Doesn't feel.,We can't beat them in a straight fight.
"So, what can we do?",The Night King made them all. They follow his command. If he falls Getting to him may be our best chance.
He always knows where I am.,"We'll put you in the crypt, where it's safest."
The dragons should give us an edge in the field.,"If they're in the field, they're not protecting Bran. We need to be near him. Not too near, or the Night King won't come. But close enough to pursue him when he does."
But at least we die together.,Let's get some rest.
Let's get some rest.,Your Grace.
Have you told her yet?,No.
And now our watch begins.,Gilly? Little Sam?
They'll be safe down in the crypt.,If you want to join them.
If you want to join them.,To protect them.
"Think back to where we started. Us, Grenn, Pyp.",Now it's just us three.
Who's that?,Lyanna Stark.
"My brother, Rhaegar, everyone told me he was decent and kind. He liked to sing. Gave money to poor children. And he raped her.",He didn't. He loved her.
He didn't. He loved her.,"They were married in secret. After Rhaegar fell on the Trident, she had a son. Robert would have murdered the baby if he ever found out, and Lyanna knew it. So the last thing she did, as she bled to death on her birthing bed, was give the boy to her brother, Ned Stark, to raise as his bastard."
"They were married in secret. After Rhaegar fell on the Trident, she had a son. Robert would have murdered the baby if he ever found out, and Lyanna knew it. So the last thing she did, as she bled to death on her birthing bed, was give the boy to her brother, Ned Stark, to raise as his bastard.",My name. My real name is Aegon Targaryen.
That's impossible.,I wish it were.
Who told you this?,Bran. He saw it.
He saw it?,And Samwell confirmed it. He read about their marriage at the Citadel without even knowing what it meant.
A secret no one in the world knew except your brother and your best friend. Doesn't seem strange to you?,"It's true, Dany. I know it is."
Cease fire!,The Night King is coming.
Stand your ground!,Dany!
There!,Get off!
"Come on! Come on! No! No, no, no!",Bran!
I'm hurt.,We're here to say goodbye to our brothers and sisters. To our fathers and mothers. To our friends. Our fellow men and women who set aside their differences to fight together and die together so that others might live. Everyone in this world owes them a debt that can never be repaid. It is our duty and our honor to keep them alive in memory for those who come after us and those who come after them for as long as men draw breath. They were the shields that guarded the realms of men. And we shall never see their like again.
The Northern armies?,Just crossed the Trident. They'll be at the walls of King's Landing in two days. How is she?
"She hasn't seen anyone since we returned. Hasn't left her chambers, hasn't accepted any food.",She shouldn't be alone.
You're worried for her. I admire your empathy.,Aren't you worried for her?
"I'm worried for all of us. They say every time a Targaryen is born, the gods toss a coin and the world holds its breath.",We're not much for riddles where I'm from.
We both know what she's about to do.,That's her decision to make. She is our queen.
"Men decide where power resides, whether or not they know it.",What do you want?
All I've ever wanted. The right ruler on the Iron Throne. I still don't know how her coin has landed. But I'm quite certain about yours.,I don't want it. I never have.
"I have known more kings and queens than any man living. I've heard what they say to crowds, and seen what they do in the shadows. I have furthered their designs, however horrible. But what I tell you now is true",She is my queen.
What did I say would happen if you told your sister?,"I don't want it, and that's what I told him."
She betrayed your trust. She killed Varys as much as I did. This was a victory for her. Now she knows what happens when people hear the truth about you. Far more people in Westeros love you than love me. I don't have love here. I only have fear.,I love you. And you will always be my queen.
She wants to attack now.,Daybreak at the earliest.
"No, no, no!","Move, move!"
Hurry up!,No! Get back! Get back!
No! Get back! Get back!,Stay! Stay!
Quickly. Quickly.,Stop!
Go! Go!,Find somewhere to hide.
Fucking die!,We need to fall back! Fall back behind the wall! Fall back!
Fall back!,Get out of the city! Fall back! Fall back! Fall back!
I'll find you later.,It's not safe. Let me send some men with you.
"In the name of the one true queen, Daenerys Targaryen, I sentence you to die.",Grey Worm!
Grey Worm!,It's over.
"I obey my queen's commands, not yours.",And what are the queen's commands?
Take him.,What are you doing here?
What are you doing here?,"Hey, what happened?"
I came to kill Cersei. Your queen got there first.,She's everyone's queen now.
Try telling Sansa.,Wait for me outside the city gates. I'll come find you.
Did you bring any wine?,No.
So is there life after death?,Not that I've seen.
I should be thankful. Oblivion is the best I could hope for. I strangled my lover. I shot my own father with a crossbow. I betrayed my queen.,You didn't.
"I did. And I'd do it again, now that I've seen what I've seen. I chose my fate. The people of King's Landing did not.",I can't justify what happened. I won't try. But the war is over now.
She liberated the people of Slaver's Bay. She liberated the people of King's Landing. And she'll go on liberating until the people of the world are free and she rules them all.,"And you've been by her side, counseling her. Until today."
Until today. Varys was right. I was wrong. It was vanity to think I could guide her. Our queen's nature is fire and blood.,"You think our house words are stamped on our bodies when we're born and that's who we are? Then I'd be fire and blood too. She's not her father, no more than you're Tywin Lannister."
"My father was an evil man. My sister was an evil woman. Pile up all the bodies of all the people they ever killed, there still won't be half as many as our beautiful queen slaughtered in a single day.",Cersei left her no choice.
"The moment the gates fell, the battle was over.",She saw her friend beheaded. She saw her dragon shot out of the sky.
And she burned down a city for it.,"Ah, it's easy to judge when you're standing far from the battlefield."
Would you have done it?,What?
"You've been up there, on a dragon's back. You've had that power. Would you have burned the city down?",I don't know.
"Yes, you do. You won't say because you don't want to betray her but you know.",What's it matter what I'd do?
I know you love her. I love her too. Not as successfully as you. But I believed in her with all my heart. Love is more powerful than reason. We all know that. Look at my brother.,Love is the death of duty.
You just came up with that?,Maester Aemon said it a long time ago.
It's a terrible thing I'm asking. It's also the right thing. Do you think I'm the last man she'll execute? Who is more dangerous than the rightful heir to the Iron Throne?,That's her decision. She is the queen.
That's her decision. She is the queen.,I'm sorry it came to this.
And your sisters? Do you see them bending the knee?,My sisters will be loyal to the throne.
Why do you think Sansa told me the truth about you? Because she doesn't want Dany to be queen.,She doesn't get to choose.
"When I was a girl, my brother told me it was made with a thousand swords from Aegon's fallen enemies. What do a thousand swords look like in the mind of a little girl who can't count to twenty? I imagined a mountain of swords too high to climb. So many fallen enemies, you could only see the soles of Aegon's feet.",I saw them executing Lannister prisoners in the street. They said they were acting on your orders.
It was necessary.,"Necessary? Have you been down there? Have you seen? Children, little children, burned!"
I tried to make peace with Cersei. She used their innocence as a weapon against me. She thought it would cripple me.,And Tyrion?
"He conspired behind my back with my enemies. How have you treated people who've done the same to you, even when it broke your heart?",Forgive him.
I can't.,"You can. You can forgive all of them, make them see they made a mistake. Make them understand."
"You can. You can forgive all of them, make them see they made a mistake. Make them understand.","Please, Dany."
We can't hide behind small mercies. The world we need won't be built by men loyal to the world we have.,The world we need is a world of mercy. It has to be.
And it will be. It's not easy to see something that's never been before. A good world.,How do you know? How do you know it'll be good?
Because I know what is good. And so do you.,I don't.
You do. You do. You've always known.,What about everyone else? All the other people who think they know what's good.
"Be with me. Build the new world with me. This is our reason. It has been from the beginning, since you were a little boy with a bastardo s name and I was a little girl who couldn't count to twenty. We do it together. We break the wheel together.","You are my queen. Now, and always."
Giving you to the Unsullied would start a war. Letting you walk free would start a war. So our new king has chosen to send you to the Night's Watch.,There's still a Night's Watch?
"You shall take no wife, hold no lands, father no children. The Unsullied wanted your head of course, but Grey Worm has accepted the justice of a life sentence. Sansa and Arya wanted you freed, but they understand our new king needs to make peace. No one is very happy. Which means it's a good compromise, I suppose.",Was it right? What I did?
What we did.,It doesn't feel right.
Ask me again in ten years.,I don't expect we'll ever see each other again.
I wish there had been another way. Can you forgive me?,"The North is free, thanks to you."
But they lost their king.,Ned Stark's daughter will speak for them. She's the best they could ask for.
Ned Stark's daughter will speak for them. She's the best they could ask for.,"You can come see me, you know, at Castle Black."
I can't.,You think anyone will dare tell you women aren't allowed?
No one knows. It's where all the maps stop. That's where I'm going.,You have your Needle?
Right here.,Your Grace.
Your Grace.,I'm sorry I wasn't there when you needed me.
